id,lat,lon,datetime,aod_055,aod_047,aod_qa
3986,40.43380,-79.87622,2023-04-16T15:10:00+00:00,0.1290,0.1800,1
3986,40.43380,-79.87622,2023-04-19T17:40:00+00:00,0.0830,0.1160,1
3986,40.43380,-79.87622,2023-04-19T19:20:00+00:00,0.0640,0.0890,865
3986,40.43380,-79.87622,2023-04-21T15:15:00+00:00,0.1690,0.2350,1
3986,40.43380,-79.87622,2023-05-05T16:40:00+00:00,0.2600,0.3590,1057
3986,40.43380,-79.87622,2023-05-08T17:55:00+00:00,0.2950,0.4060,1089
3986,40.43380,-79.87622,2023-05-09T16:05:00+00:00,0.1590,0.2210,1
3986,40.43380,-79.87622,2023-05-09T18:40:00+00:00,0.1920,0.2670,865
3986,40.43380,-79.87622,2023-05-10T15:10:00+00:00,0.6180,0.8410,1
3986,40.43380,-79.87622,2023-05-10T16:45:00+00:00,0.8450,1.1390,8193
3986,40.43380,-79.87622,2023-05-10T19:20:00+00:00,1.0950,1.4610,8193
3986,40.43380,-79.87622,2023-05-14T16:15:00+00:00,0.1290,0.1790,1
3986,40.43380,-79.87622,2023-05-14T18:55:00+00:00,0.0650,0.0900,1
3986,40.43380,-79.87622,2023-05-15T15:15:00+00:00,0.1510,0.2100,1
3986,40.43380,-79.87622,2023-05-15T17:55:00+00:00,0.2240,0.3100,8193
3986,40.43380,-79.87622,2023-05-15T19:35:00+00:00,0.1210,0.1680,1
3986,40.43380,-79.87622,2023-05-17T15:00:00+00:00,0.0880,0.1230,1
3986,40.43380,-79.87622,2023-05-17T16:40:00+00:00,0.1690,0.2340,1
3986,40.43380,-79.87622,2023-05-17T19:20:00+00:00,0.0860,0.1200,1
3986,40.43380,-79.87622,2023-05-18T15:40:00+00:00,0.2450,0.3380,1
3986,40.43380,-79.87622,2023-05-18T18:25:00+00:00,0.2990,0.4120,1
3986,40.43380,-79.87622,2023-05-21T16:05:00+00:00,0.2050,0.2850,1
3986,40.43380,-79.87622,2023-05-22T15:10:00+00:00,0.3820,0.5250,1
3986,40.43380,-79.87622,2023-05-22T17:55:00+00:00,0.4760,0.6520,8193
3986,40.43380,-79.87622,2023-05-22T19:35:00+00:00,0.3550,0.4890,1057
3986,40.43380,-79.87622,2023-05-24T16:30:00+00:00,0.9440,1.2720,8193
3986,40.43380,-79.87622,2023-05-25T18:25:00+00:00,0.1310,0.1830,1
3986,40.43380,-79.87622,2023-05-26T16:15:00+00:00,0.1300,0.1810,1
3986,40.43380,-79.87622,2023-05-26T19:05:00+00:00,0.0390,0.0550,1
3986,40.43380,-79.87622,2023-05-27T18:10:00+00:00,0.1270,0.1770,1057
3986,40.43380,-79.87622,2023-05-29T16:40:00+00:00,0.2580,0.3570,1089
3986,40.43380,-79.87622,2023-05-30T15:40:00+00:00,0.1320,0.1840,1
3986,40.43380,-79.87622,2023-05-30T18:40:00+00:00,0.1740,0.2410,1
3986,40.43380,-79.87622,2023-05-31T16:25:00+00:00,0.2670,0.3690,1
3986,40.43380,-79.87622,2023-05-31T19:20:00+00:00,0.1700,0.2360,1
3986,40.43380,-79.87622,2023-06-01T15:25:00+00:00,0.1320,0.1840,1
3986,40.43380,-79.87622,2023-06-01T18:25:00+00:00,0.1170,0.1630,1
3986,40.43380,-79.87622,2023-06-04T18:50:00+00:00,0.1100,0.1540,1
3986,40.43380,-79.87622,2023-06-05T16:30:00+00:00,0.6770,0.9210,8193
3986,40.43380,-79.87622,2023-06-05T17:55:00+00:00,1.0190,1.3750,8193
3986,40.43380,-79.87622,2023-06-05T19:35:00+00:00,0.8780,1.1840,8193
3986,40.43380,-79.87622,2023-06-18T15:35:00+00:00,0.3420,0.4710,1
3986,40.43380,-79.87622,2023-06-18T18:50:00+00:00,0.1250,0.1740,1
3986,40.43380,-79.87622,2023-06-29T16:30:00+00:00,1.5470,2.0340,1089
3986,40.43380,-79.87622,2023-07-08T18:05:00+00:00,0.2190,0.3030,1
3986,40.43380,-79.87622,2023-07-10T15:45:00+00:00,0.3100,0.4270,1089
3986,40.43380,-79.87622,2023-07-21T19:00:00+00:00,0.3540,0.4870,1057
3986,40.43380,-79.87622,2023-07-23T16:25:00+00:00,0.3200,0.4410,8193
3986,40.43380,-79.87622,2023-07-23T18:45:00+00:00,0.1830,0.2550,1057
3986,40.43380,-79.87622,2023-07-26T15:15:00+00:00,0.3220,0.4430,1057
3986,40.43380,-79.87622,2023-07-26T19:15:00+00:00,0.1970,0.2730,1
3986,40.43380,-79.87622,2023-07-29T15:40:00+00:00,0.0720,0.1000,1
3986,40.43380,-79.87622,2023-07-31T15:20:00+00:00,0.1350,0.1880,1
3986,40.43380,-79.87622,2023-07-31T17:45:00+00:00,0.3320,0.4580,1089
3986,40.43380,-79.87622,2023-08-01T16:00:00+00:00,1.3690,1.8280,8193
3986,40.43380,-79.87622,2023-08-02T15:05:00+00:00,0.8790,1.1850,1
3986,40.43380,-79.87622,2023-08-02T16:45:00+00:00,0.9930,1.3380,8193
3986,40.43380,-79.87622,2023-08-03T15:45:00+00:00,0.4040,0.5530,1089
3986,40.43380,-79.87622,2023-08-12T18:00:00+00:00,0.2560,0.3540,865
3986,40.43380,-79.87622,2023-08-12T18:00:00+00:00,0.2560,0.3540,865
3986,40.43380,-79.87622,2023-08-15T18:25:00+00:00,0.3030,0.4180,1089
3986,40.43380,-79.87622,2023-08-18T18:55:00+00:00,0.2980,0.4100,1057
3986,40.43380,-79.87622,2023-08-19T19:35:00+00:00,0.1440,0.2010,1
3986,40.43380,-79.87622,2023-08-20T15:55:00+00:00,0.2490,0.3440,1
3986,40.43380,-79.87622,2023-08-20T18:40:00+00:00,0.1570,0.2180,1
3986,40.43380,-79.87622,2023-08-22T15:35:00+00:00,0.2600,0.3590,1089
3986,40.43380,-79.87622,2023-08-31T15:10:00+00:00,0.0290,0.0400,1
3986,40.43380,-79.87622,2023-08-31T18:10:00+00:00,0.0340,0.0480,1
3986,40.43380,-79.87622,2023-09-01T15:50:00+00:00,0.0860,0.1200,1
3986,40.43380,-79.87622,2023-09-01T18:50:00+00:00,0.0440,0.0620,1
3986,40.43380,-79.87622,2023-09-02T14:55:00+00:00,0.0820,0.1150,1057
